store_id,product_id,stock_quantity,time
31,192,497,2025-07-11
31,515,482,2026-03-05
31,535,143,2025-06-11
31,870,81,2025-04-20
31,863,85,2025-12-25
31,414,293,2026-02-24
31,149,363,2026-03-07
31,272,52,2025-11-01
31,204,379,2025-05-17
31,643,376,2025-10-24
31,635,218,2025-11-17
31,4,419,2025-10-22
31,954,131,2025-08-12
31,77,438,2025-12-04
31,472,12,2025-05-27
31,436,398,2025-08-18
31,514,409,2025-06-18
31,865,259,2025-09-09
31,297,284,2025-10-13
31,640,469,2025-08-23
31,184,476,2025-05-11
31,48,309,2025-09-01
31,119,204,2025-10-12
31,378,395,2025-09-13
31,834,219,2025-04-18
31,186,451,2025-10-09
31,881,272,2025-07-16
31,24,79,2025-09-01
31,55,54,2025-06-21
31,3,46,2025-12-29
31,213,61,2025-04-05
31,633,152,2025-04-15
31,523,55,2025-06-08
31,233,211,2025-04-18
31,243,310,2025-07-07
31,589,236,2026-02-01
31,936,195,2025-12-09
31,162,222,2025-10-13
31,538,20,2025-09-01
31,812,410,2025-06-30
31,264,210,2025-07-19
31,368,319,2025-07-06
31,27,60,2025-08-07
31,437,171,2025-03-21
31,53,274,2025-05-25
31,652,302,2025-11-20
31,712,133,2025-04-01
31,693,210,2026-02-01
31,157,415,2025-08-10
31,646,364,2025-06-08
31,464,33,2025-04-21
31,267,231,2026-01-12
31,427,90,2025-05-20
31,645,472,2025-04-02
31,616,215,2025-09-26
31,914,232,2025-10-21
31,493,357,2025-08-13
31,215,5,2025-12-28
31,540,159,2025-08-14
31,519,492,2026-01-07
31,92,0,2026-02-24
31,60,42,2025-04-25
31,179,239,2025-12-14
31,744,164,2025-08-03
31,64,195,2025-06-04
31,698,317,2026-03-14
31,416,190,2025-12-15
31,370,95,2025-09-28
31,659,298,2025-10-02
31,110,203,2025-11-08
31,909,296,2025-12-02
31,150,59,2025-11-12
31,41,201,2025-07-11
31,663,54,2026-02-04
31,86,97,2025-06-02
31,997,306,2025-07-18
31,471,107,2025-06-13
31,979,485,2025-09-09
31,717,448,2025-04-22
31,764,68,2025-08-13
32,442,327,2025-06-04
32,118,402,2025-06-19
32,489,24,2025-09-25
32,483,60,2026-01-26
32,86,120,2026-01-17
32,822,431,2025-03-16
32,430,339,2025-11-09
32,389,192,2025-04-19
32,199,171,2025-10-28
32,258,75,2025-03-21
32,792,255,2026-02-27
32,377,154,2025-11-03
32,627,185,2025-09-30
32,945,404,2026-02-04
32,635,258,2026-01-17
32,738,490,2025-06-22
32,590,484,2026-01-19
32,287,88,2026-03-11
32,263,62,2025-10-10
32,77,331,2025-09-25
32,931,226,2026-03-13
32,972,428,2025-04-12
32,341,380,2025-12-18
32,223,404,2025-04-18
32,799,129,2025-04-07
32,896,276,2025-07-06
32,765,306,2025-08-03
32,450,254,2025-09-03
32,97,106,2025-12-19
32,581,20,2025-10-20
32,451,477,2025-09-13
32,795,456,2026-03-06
32,23,263,2025-06-20
32,367,52,2025-07-19
32,909,104,2025-04-15
32,132,395,2025-04-03
32,58,83,2025-05-10
32,820,306,2026-02-07
32,928,312,2026-02-13
32,155,186,2025-12-01
32,131,419,2025-09-23
32,475,218,2026-01-29
32,953,467,2025-09-23
32,877,496,2025-10-23
32,35,269,2025-04-10
32,595,84,2025-10-07
32,613,324,2025-03-26
32,440,406,2025-12-09
32,53,423,2025-07-20
32,843,367,2026-01-20
32,80,189,2025-09-02
32,923,326,2026-02-01
32,16,316,2025-11-15
32,445,492,2026-03-07
32,780,243,2025-10-23
32,289,498,2026-01-29
32,985,284,2025-05-13
32,360,455,2025-08-10
32,125,155,2026-01-18
32,105,226,2026-03-13
32,646,171,2025-12-08
32,806,470,2025-08-15
32,240,309,2025-08-31
32,330,122,2025-07-24
32,552,135,2025-11-13
32,771,93,2025-06-29
32,677,449,2025-08-09
32,807,57,2025-11-10
32,212,468,2025-08-21
32,655,420,2026-03-12
32,617,387,2025-11-22
32,316,68,2026-03-09
32,905,494,2025-09-19
32,870,459,2026-03-01
32,539,15,2025-08-11
32,808,101,2025-05-23
32,310,489,2025-12-28
32,737,178,2025-08-29
32,283,277,2025-11-01
32,513,344,2025-11-20
32,165,447,2025-05-07
32,576,480,2025-09-30
32,583,259,2026-02-24
32,116,368,2025-04-07
32,901,460,2025-06-14
32,693,458,2025-05-13
32,41,69,2025-10-01
32,900,112,2025-07-20
32,439,202,2025-07-08
32,741,404,2025-09-02
32,661,361,2025-05-16
32,324,410,2025-10-22
32,65,207,2025-04-22
32,349,309,2026-02-16
32,304,42,2025-11-03
32,364,141,2025-11-19
32,102,267,2025-03-23
32,947,4,2025-08-30
32,979,261,2025-07-11
32,748,348,2025-09-09
33,357,37,2025-08-22
33,704,347,2025-11-03
33,959,201,2025-11-21
33,44,135,2025-05-02
33,934,382,2025-05-20
33,83,248,2025-04-01
33,558,180,2025-09-08
33,983,484,2025-10-23
33,469,23,2025-11-20
33,297,374,2026-02-15
33,688,160,2025-11-04
33,144,238,2025-07-19
33,268,244,2025-04-10
33,277,95,2026-01-20
33,384,226,2025-10-28
33,577,269,2025-10-15
33,794,320,2025-11-10
33,169,130,2025-10-09
33,859,483,2025-10-02
33,198,122,2025-04-26
33,438,471,2025-04-13
33,645,102,2025-04-01
33,88,130,2025-09-26
33,962,435,2025-06-01
33,1,7,2025-10-14
33,381,153,2025-06-14
33,101,364,2025-08-22
33,564,78,2025-05-08
33,624,476,2025-10-14
33,916,277,2026-01-08
33,154,373,2025-09-09
33,702,493,2025-09-19
33,164,6,2026-01-16
33,604,492,2025-12-05
33,326,454,2025-08-21
33,284,20,2025-07-25
33,612,207,2026-01-04
33,180,227,2026-02-27
33,40,26,2025-05-29
33,883,346,2026-02-11
33,105,35,2025-10-30
33,79,377,2025-04-14
33,589,328,2025-11-01
33,545,163,2026-02-11
33,834,459,2025-08-31
33,811,187,2025-08-28
33,32,322,2025-04-24
33,332,450,2025-03-17
33,908,310,2026-02-22
33,818,333,2026-02-08
33,50,435,2025-09-19
33,511,240,2026-02-20
33,563,201,2025-08-23
33,544,238,2025-04-24
33,681,134,2025-06-17
33,621,114,2025-11-05
33,871,211,2026-01-27
33,158,31,2025-09-05
33,409,272,2026-01-24
33,975,327,2025-05-11
33,460,33,2025-11-30
33,31,265,2025-12-13
33,837,349,2026-01-13
33,482,491,2026-02-11
33,407,239,2025-08-01
33,715,171,2025-06-10
33,683,72,2025-08-08
33,578,132,2025-06-10
33,509,124,2026-01-04
33,25,99,2025-11-06
33,155,37,2025-06-25
33,613,190,2025-11-13
33,757,388,2026-02-04
33,310,109,2025-03-20
33,963,31,2025-04-01
33,694,347,2025-08-06
33,294,432,2026-03-04
33,17,299,2025-05-18
33,853,198,2026-01-02
33,373,371,2025-12-10
33,91,183,2025-12-28
33,984,472,2025-12-30
33,173,128,2025-12-31
33,313,179,2025-04-09
33,591,184,2025-04-18
33,668,52,2025-05-30
33,355,269,2025-08-05
33,450,459,2025-08-11
33,865,213,2025-09-20
33,124,217,2025-10-10
33,229,230,2025-08-20
33,845,257,2026-02-08
33,56,279,2025-06-16
33,235,248,2025-10-19
33,745,207,2025-04-10
33,902,357,2025-07-28
33,461,47,2026-02-22
33,994,30,2026-02-02
33,707,36,2025-07-03
33,585,178,2025-09-10
34,687,371,2025-07-28
34,569,117,2025-08-08
34,161,110,2025-07-31
34,150,116,2025-10-02
34,61,57,2025-12-16
34,895,187,2025-04-11
34,31,209,2025-07-12
34,544,287,2026-02-19
34,798,141,2025-05-10
34,358,200,2025-03-26
34,168,223,2025-06-19
34,504,402,2026-03-09
34,86,171,2025-04-24
34,865,462,2026-01-21
34,88,12,2026-02-25
34,730,431,2026-01-23
34,639,94,2025-12-06
34,366,413,2025-08-14
34,486,99,2025-07-19
34,351,32,2026-01-22
34,363,67,2025-04-13
34,313,336,2025-08-15
34,397,227,2025-06-30
34,281,98,2025-12-14
34,226,347,2025-05-29
34,40,184,2025-08-25
34,462,297,2025-11-01
34,656,314,2025-05-08
34,213,453,2025-07-14
34,315,138,2025-04-03
34,950,192,2025-12-29
34,938,53,2025-08-10
34,643,419,2025-07-20
34,114,55,2025-04-10
34,679,419,2025-09-22
34,121,271,2025-12-24
34,220,278,2025-11-06
34,993,201,2025-10-15
34,192,493,2025-04-06
34,342,268,2026-03-13
34,275,457,2025-08-26
34,249,313,2025-03-20
34,430,418,2025-08-07
34,404,160,2025-06-06
34,696,16,2025-07-18
34,742,34,2025-08-09
34,244,168,2025-11-13
34,52,18,2025-08-21
34,274,327,2025-03-21
34,16,233,2026-01-03
34,961,167,2025-12-20
34,422,65,2025-06-15
34,476,150,2025-11-03
34,442,99,2025-07-09
34,221,232,2025-08-08
34,4,476,2025-10-25
34,809,312,2026-02-08
34,6,152,2025-09-01
34,925,270,2025-07-29
34,958,126,2025-08-17
34,866,215,2025-11-01
34,68,493,2025-04-24
34,780,497,2025-10-18
34,778,135,2025-06-06
34,299,10,2025-05-08
34,271,321,2025-07-06
34,311,406,2025-06-08
34,776,19,2025-05-22
34,662,413,2025-07-03
34,264,41,2025-04-29
34,373,450,2025-07-16
34,885,155,2025-09-24
34,232,117,2025-10-07
34,978,58,2026-02-13
34,769,338,2025-10-04
34,254,104,2025-05-24
34,792,16,2025-05-16
34,346,255,2025-08-13
34,446,79,2025-04-27
34,208,352,2025-05-13
34,592,361,2026-03-01
34,765,237,2025-11-14
34,676,135,2026-01-01
34,175,173,2025-03-16
34,823,476,2025-09-18
34,807,145,2026-01-16
34,411,414,2025-09-09
34,948,476,2026-02-09
34,359,496,2026-01-01
34,140,335,2025-08-13
34,122,445,2025-09-28
34,690,357,2025-10-17
34,733,347,2026-02-09
34,631,120,2026-01-24
34,247,373,2025-07-16
34,153,58,2026-02-27
34,576,136,2025-03-16
34,637,297,2025-12-18
34,223,389,2025-09-06
34,585,127,2025-11-26
35,882,309,2025-08-15
35,399,139,2026-01-03
35,214,322,2025-04-08
35,593,317,2025-04-26
35,851,275,2025-04-25
35,139,268,2025-07-07
35,752,31,2025-09-29
35,570,228,2025-10-09
35,746,410,2025-05-17
35,110,86,2025-08-21
35,1,248,2025-07-19
35,526,486,2026-01-30
35,286,423,2025-06-01
35,772,324,2025-06-21
35,561,474,2025-09-25
35,794,317,2025-09-02
35,162,135,2025-09-10
35,127,441,2025-11-19
35,310,41,2025-03-23
35,296,34,2025-10-20
35,635,247,2025-12-04
35,761,5,2025-11-15
35,380,18,2025-11-10
35,697,128,2025-11-28
35,413,494,2025-06-02
35,376,86,2025-06-27
35,89,490,2025-09-06
35,120,280,2026-01-25
35,926,381,2025-11-24
35,373,346,2025-06-27
35,46,296,2026-03-05
35,484,143,2025-04-09
35,798,238,2025-05-12
35,140,299,2025-12-24
35,71,93,2026-02-13
35,153,13,2025-08-22
35,157,316,2025-07-30
35,386,82,2025-09-22
35,776,89,2025-06-10
35,717,194,2025-12-26
35,874,271,2026-02-12
35,930,313,2026-02-28
35,308,188,2025-07-28
35,696,347,2026-02-04
35,476,349,2025-07-21
35,196,381,2025-03-29
35,870,112,2025-11-04
35,951,53,2025-04-14
35,266,314,2025-05-10
35,809,57,2025-08-06
35,965,470,2025-06-17
35,646,315,2025-06-18
35,664,477,2025-05-22
35,415,182,2025-12-09
35,598,400,2026-01-29
35,795,396,2026-03-12
35,128,372,2025-06-16
35,32,344,2025-08-01
35,285,215,2025-09-08
35,36,182,2025-05-08
35,465,330,2026-01-28
35,645,27,2025-04-12
35,76,30,2025-12-27
35,565,474,2025-10-25
35,314,35,2026-01-23
35,804,65,2025-08-31
35,990,354,2025-11-14
35,14,253,2026-02-06
35,878,236,2026-03-01
35,54,37,2025-08-26
35,592,177,2026-02-21
35,919,103,2025-08-12
35,826,354,2025-11-24
35,81,207,2025-06-05
35,643,231,2025-06-16
35,367,108,2026-02-10
35,952,116,2025-12-24
35,745,330,2026-02-04
35,722,301,2025-11-27
35,615,307,2025-12-21
35,83,69,2025-07-01
35,537,142,2025-07-05
35,750,138,2026-03-09
35,19,158,2025-08-18
35,394,218,2025-07-11
35,422,412,2025-07-09
35,753,311,2025-07-05
35,461,461,2025-04-01
35,288,481,2025-07-15
35,860,17,2026-02-14
35,589,429,2025-11-12
35,356,105,2025-03-17
35,360,257,2026-02-07
35,284,128,2025-10-11
35,854,160,2026-02-27
35,320,34,2025-05-05
35,477,40,2025-11-24
35,585,242,2025-10-06
35,718,360,2025-12-09
35,16,463,2026-02-24
36,505,227,2025-08-09
36,267,324,2025-05-23
36,927,379,2025-08-31
36,409,349,2025-09-02
36,973,285,2025-10-05
36,692,294,2025-09-03
36,762,174,2025-06-18
36,349,140,2025-04-13
36,452,273,2025-10-23
36,658,62,2025-10-01
36,117,499,2025-08-25
36,445,156,2025-10-11
36,54,494,2026-02-20
36,607,31,2025-10-04
36,301,152,2025-09-02
36,688,131,2026-02-12
36,392,380,2025-06-23
36,87,317,2025-10-11
36,596,364,2026-03-09
36,331,237,2025-04-26
36,951,291,2025-09-10
36,632,446,2025-12-22
36,453,482,2025-11-05
36,227,163,2025-08-22
36,258,486,2025-03-26
36,465,129,2025-08-22
36,40,378,2025-09-28
36,652,205,2026-03-03
36,755,403,2025-11-21
36,956,202,2026-01-07
36,650,426,2025-05-12
36,336,89,2025-09-07
36,164,403,2026-01-26
36,831,363,2025-03-22
36,239,196,2025-10-25
36,293,147,2025-05-01
36,582,451,2025-12-16
36,404,443,2026-01-08
36,697,71,2026-02-17
36,624,362,2026-01-30
36,740,157,2025-09-12
36,591,385,2025-08-20
36,66,437,2025-11-25
36,533,5,2025-06-27
36,660,58,2025-08-21
36,884,56,2025-05-25
36,651,77,2025-11-18
36,671,38,2025-06-08
36,876,351,2025-04-05
36,557,25,2025-11-10
36,575,386,2026-01-31
36,673,443,2025-11-18
36,474,435,2025-08-12
36,725,453,2025-09-01
36,945,46,2026-02-04
36,240,76,2025-11-23
36,34,89,2025-03-24
36,747,52,2026-01-30
36,167,290,2025-10-09
36,9,29,2026-03-01
36,63,286,2025-07-04
36,75,352,2025-05-07
36,950,240,2025-09-17
36,696,368,2025-07-25
36,272,189,2026-01-27
36,785,407,2025-08-18
36,210,227,2025-08-31
36,305,107,2025-12-10
36,309,134,2025-05-06
36,44,95,2025-09-29
36,360,10,2025-10-19
36,338,137,2025-04-04
36,274,401,2025-05-10
36,497,112,2025-12-30
36,862,100,2025-11-04
36,205,455,2025-10-06
36,139,243,2025-09-19
36,307,251,2025-04-30
36,108,405,2025-10-27
36,32,65,2025-11-26
36,2,70,2025-11-22
36,791,279,2025-06-04
36,759,494,2025-06-25
36,401,205,2025-10-04
36,947,340,2025-05-05
36,506,390,2025-10-10
36,129,409,2025-05-29
36,20,333,2025-10-18
36,320,157,2025-03-20
36,138,174,2025-07-13
36,803,233,2025-07-01
36,65,66,2025-09-26
36,147,89,2025-05-29
36,852,390,2025-05-09
36,269,451,2025-10-14
36,760,298,2025-12-09
36,22,173,2026-02-07
36,337,11,2026-01-27
36,821,226,2026-01-25
36,124,60,2025-12-17
37,428,353,2025-08-16
37,629,238,2025-08-16
37,659,40,2025-07-06
37,136,251,2026-03-08
37,857,474,2025-10-28
37,440,178,2025-06-08
37,304,310,2025-07-24
37,32,93,2025-11-06
37,190,299,2025-03-24
37,254,431,2025-12-22
37,276,386,2025-07-13
37,345,169,2025-10-17
37,753,471,2026-02-27
37,21,113,2025-09-30
37,756,468,2025-11-01
37,352,13,2025-03-17
37,576,430,2026-03-11
37,349,152,2026-01-18
37,323,349,2026-01-27
37,575,195,2025-03-29
37,308,312,2025-09-16
37,645,278,2026-03-05
37,783,359,2026-02-01
37,242,444,2025-10-18
37,516,367,2025-05-30
37,962,41,2025-12-09
37,389,43,2025-08-11
37,100,424,2025-07-21
37,386,96,2025-10-03
37,116,71,2026-01-17
37,932,8,2025-04-28
37,556,302,2025-05-24
37,751,24,2025-11-08
37,730,241,2025-09-14
37,311,435,2026-02-04
37,868,92,2025-07-31
37,664,123,2026-01-03
37,996,61,2025-11-17
37,708,428,2025-10-21
37,59,40,2026-03-10
37,895,329,2026-03-10
37,813,68,2025-04-16
37,277,21,2025-08-06
37,876,148,2025-05-05
37,437,201,2025-04-24
37,720,22,2025-03-28
37,628,157,2025-05-18
37,999,144,2025-05-22
37,43,319,2025-09-12
37,509,33,2025-08-12
37,284,211,2025-09-22
37,673,107,2026-02-03
37,862,47,2025-08-11
37,617,388,2025-06-11
37,728,353,2025-07-15
37,661,133,2025-07-22
37,649,33,2025-03-14
37,317,87,2025-09-10
37,802,313,2025-10-10
37,919,196,2025-08-03
37,657,199,2025-04-05
37,158,226,2025-06-26
37,305,78,2025-09-08
37,905,117,2025-08-23
37,394,302,2026-01-03
37,189,131,2025-05-05
37,920,497,2025-12-09
37,80,187,2026-02-06
37,909,178,2025-04-19
37,52,491,2025-05-03
37,675,381,2026-02-15
37,872,63,2025-05-16
37,694,196,2025-08-01
37,748,124,2025-03-30
37,668,147,2025-07-27
37,3,433,2025-04-29
37,866,303,2025-08-22
37,966,237,2025-12-08
37,634,404,2025-07-15
37,307,235,2026-01-12
37,382,489,2025-03-29
37,747,10,2026-01-08
37,378,163,2025-12-26
37,733,314,2026-01-20
37,197,144,2025-11-13
37,902,373,2026-01-21
37,124,35,2025-11-13
37,405,179,2026-02-15
37,148,254,2025-05-21
37,974,464,2025-08-17
37,896,488,2025-06-09
37,38,255,2025-04-10
37,33,459,2026-01-15
37,423,13,2025-05-03
37,826,389,2026-01-28
37,388,6,2025-11-23
37,186,408,2026-01-05
37,768,454,2026-01-04
37,656,483,2026-02-07
37,4,40,2025-03-20
38,84,484,2025-09-19
38,213,362,2025-03-17
38,819,134,2025-05-08
38,947,66,2025-08-03
38,248,67,2025-10-31
38,198,373,2025-06-13
38,904,145,2025-05-29
38,796,410,2025-06-15
38,837,160,2025-07-31
38,360,442,2025-10-27
38,713,148,2025-07-20
38,801,465,2025-10-31
38,251,496,2025-12-20
38,873,188,2025-07-09
38,540,280,2025-07-13
38,326,404,2025-05-29
38,946,133,2025-12-27
38,38,290,2025-05-15
38,499,408,2025-06-06
38,323,442,2025-04-29
38,53,488,2025-04-06
38,96,480,2025-06-17
38,456,284,2025-10-02
38,784,371,2025-05-10
38,495,205,2026-02-19
38,488,173,2025-04-28
38,578,45,2025-06-27
38,204,486,2025-10-11
38,271,153,2025-11-30
38,958,440,2025-07-14
38,399,419,2025-09-26
38,108,47,2026-01-18
38,183,74,2026-01-31
38,652,99,2025-11-28
38,124,481,2025-07-18
38,919,269,2025-12-20
38,243,382,2025-12-24
38,230,407,2026-01-02
38,475,217,2025-04-10
38,671,7,2025-05-02
38,388,488,2025-10-19
38,355,474,2025-07-04
38,39,47,2025-03-30
38,665,288,2026-02-16
38,651,175,2025-12-07
38,310,460,2025-10-11
38,968,190,2025-05-29
38,193,168,2025-06-08
38,596,298,2026-02-08
38,490,8,2026-02-13
38,169,92,2025-08-26
38,705,271,2025-08-27
38,710,360,2025-10-08
38,160,449,2025-12-09
38,588,319,2025-11-13
38,876,22,2025-11-01
38,386,369,2025-05-24
38,689,118,2025-07-24
38,364,201,2025-06-15
38,496,16,2025-12-10
38,18,434,2025-07-21
38,630,463,2025-06-01
38,684,11,2025-12-29
38,175,36,2025-08-18
38,880,255,2025-11-08
38,847,355,2025-10-19
38,322,417,2025-04-08
38,673,292,2025-11-29
38,285,345,2026-01-26
38,52,67,2025-07-01
38,211,385,2026-01-20
38,975,190,2025-07-18
38,116,51,2025-11-26
38,681,391,2025-07-16
38,989,319,2025-04-23
38,163,15,2025-11-23
38,258,274,2025-12-10
38,927,435,2025-12-04
38,106,374,2025-11-16
38,636,300,2025-07-14
38,844,53,2025-09-06
38,535,278,2025-03-21
38,186,435,2026-03-06
38,479,427,2025-09-24
38,278,177,2025-03-26
38,261,453,2026-01-16
38,536,415,2025-07-08
38,431,305,2025-06-26
38,101,380,2025-05-30
38,533,321,2025-07-27
38,669,221,2025-05-31
38,680,374,2025-05-23
38,210,480,2026-03-05
38,457,418,2025-12-28
38,868,257,2025-07-18
38,866,125,2026-02-11
38,542,297,2026-01-15
38,112,245,2025-05-28
38,263,236,2025-11-12
38,303,463,2026-02-26
39,634,33,2025-07-08
39,300,422,2025-10-22
39,417,143,2025-11-26
39,944,451,2025-03-15
39,273,450,2025-11-18
39,449,458,2025-10-09
39,983,371,2025-05-17
39,34,240,2025-04-19
39,454,362,2025-11-12
39,850,391,2025-04-06
39,17,94,2025-08-24
39,289,115,2025-06-02
39,866,250,2025-06-14
39,81,22,2025-12-31
39,373,198,2026-01-11
39,985,372,2026-02-12
39,78,30,2026-01-21
39,683,310,2025-08-08
39,871,246,2025-04-20
39,842,247,2025-09-01
39,136,463,2025-05-17
39,975,195,2025-05-11
39,832,412,2026-01-04
39,323,215,2025-08-26
39,138,92,2025-03-22
39,228,416,2025-11-07
39,280,193,2025-05-04
39,73,486,2025-07-20
39,271,236,2025-10-06
39,245,332,2025-05-02
39,227,116,2025-04-02
39,101,143,2025-12-03
39,326,270,2025-03-18
39,682,80,2025-03-22
39,820,296,2026-02-07
39,88,316,2026-03-06
39,166,260,2025-05-28
39,863,189,2025-10-16
39,119,38,2025-12-12
39,11,302,2025-11-02
39,587,305,2025-05-13
39,456,10,2025-06-02
39,305,385,2025-11-02
39,495,344,2025-09-25
39,522,450,2025-09-23
39,424,317,2025-08-26
39,578,29,2025-07-25
39,735,485,2025-06-14
39,889,354,2025-06-01
39,488,345,2025-07-03
39,770,39,2025-10-27
39,976,464,2025-07-07
39,750,275,2025-06-29
39,861,136,2025-05-07
39,276,241,2025-06-27
39,263,162,2025-09-14
39,685,270,2025-03-27
39,555,472,2025-05-08
39,328,301,2025-05-04
39,857,333,2025-06-06
39,552,130,2025-08-28
39,37,219,2025-12-25
39,445,95,2025-09-24
39,967,312,2025-08-02
39,788,36,2025-08-07
39,497,268,2025-04-15
39,605,498,2025-11-25
39,66,308,2025-10-26
39,693,209,2025-11-21
39,681,426,2025-10-29
39,590,328,2025-11-29
39,169,426,2026-02-02
39,690,300,2025-11-19
39,875,339,2025-08-13
39,614,280,2025-05-19
39,899,57,2025-03-29
39,548,334,2026-01-28
39,694,152,2025-09-25
39,127,303,2025-07-11
39,580,5,2025-10-11
39,75,99,2025-06-12
39,478,51,2025-06-22
39,534,207,2025-05-22
39,55,12,2025-08-28
39,282,219,2025-05-01
39,777,416,2025-08-24
39,262,51,2026-02-20
39,884,291,2025-12-08
39,543,473,2026-03-09
39,441,229,2025-08-24
39,544,336,2025-03-30
39,153,351,2025-09-10
39,666,26,2025-08-31
39,706,308,2025-10-17
39,213,150,2025-03-16
39,303,48,2025-10-28
39,981,25,2025-09-16
39,914,487,2025-05-22
39,226,82,2025-06-29
39,762,195,2025-07-03
40,178,142,2026-02-03
40,465,318,2025-09-17
40,741,297,2025-08-30
40,490,490,2025-11-09
40,410,337,2025-06-10
40,690,147,2026-02-24
40,710,495,2025-07-30
40,373,407,2026-01-22
40,451,75,2025-09-24
40,640,157,2025-10-02
40,987,2,2025-09-29
40,966,330,2026-01-04
40,978,0,2025-06-14
40,309,107,2025-10-09
40,607,33,2025-09-02
40,551,268,2025-07-09
40,790,197,2025-08-15
40,636,224,2026-02-01
40,186,142,2025-10-24
40,960,51,2025-03-17
40,247,64,2025-08-02
40,496,84,2025-10-14
40,449,340,2025-06-13
40,771,163,2025-12-26
40,528,374,2026-01-15
40,76,22,2025-04-24
40,312,22,2025-12-17
40,494,172,2025-11-11
40,48,274,2026-01-02
40,660,148,2026-02-22
40,34,331,2025-11-16
40,202,224,2025-07-01
40,416,205,2025-06-23
40,875,150,2026-01-27
40,704,307,2025-08-17
40,991,473,2025-06-28
40,326,306,2026-01-04
40,379,429,2026-02-13
40,831,66,2026-02-13
40,314,2,2026-02-28
40,971,446,2025-04-10
40,482,356,2025-06-24
40,110,483,2025-11-21
40,624,472,2025-10-08
40,854,381,2025-05-22
40,708,134,2025-11-24
40,304,239,2026-02-15
40,611,323,2025-07-05
40,949,140,2026-01-09
40,755,269,2025-12-10
40,397,210,2025-09-30
40,30,429,2025-04-15
40,910,401,2026-01-01
40,945,187,2026-01-11
40,709,193,2025-06-20
40,204,38,2025-07-09
40,982,296,2025-10-26
40,779,219,2025-11-22
40,350,498,2026-01-03
40,564,389,2025-12-15
40,443,460,2026-03-06
40,909,197,2025-08-23
40,90,278,2026-02-22
40,701,361,2025-11-14
40,167,395,2025-06-30
40,40,195,2025-10-28
40,120,281,2025-11-12
40,459,391,2025-05-07
40,618,298,2025-12-03
40,384,460,2025-03-18
40,141,32,2025-07-27
40,638,332,2025-10-12
40,400,249,2025-06-12
40,687,281,2025-07-18
40,760,62,2025-09-26
40,211,398,2025-05-25
40,42,124,2025-09-06
40,199,464,2025-04-16
40,575,39,2025-03-16
40,765,374,2025-09-27
40,306,264,2025-11-09
40,180,94,2025-09-14
40,843,488,2026-02-07
40,392,137,2026-01-12
40,805,187,2025-05-03
40,823,145,2025-03-16
40,159,145,2025-08-10
40,972,105,2026-02-17
40,525,449,2026-02-25
40,882,422,2025-06-19
40,336,329,2026-01-10
40,164,277,2025-07-21
40,742,32,2025-09-15
40,928,148,2025-07-03
40,817,296,2025-12-26
40,478,475,2025-04-12
40,402,267,2025-12-27
40,799,418,2026-02-10
40,4,444,2026-01-20
40,958,46,2025-09-03
41,827,15,2025-09-19
41,746,16,2025-04-10
41,669,305,2026-02-26
41,8,48,2025-07-23
41,243,260,2026-01-16
41,628,399,2025-07-01
41,103,208,2025-12-01
41,91,111,2025-09-01
41,485,34,2025-07-17
41,364,120,2025-12-21
41,574,144,2026-03-06
41,145,36,2026-02-02
41,860,233,2026-02-04
41,537,417,2025-09-04
41,230,443,2025-03-20
41,967,3,2025-08-22
41,457,426,2025-06-25
41,884,341,2026-01-06
41,948,243,2026-02-08
41,392,312,2026-03-05
41,785,130,2025-08-09
41,851,232,2025-11-27
41,910,387,2025-12-17
41,663,372,2025-11-17
41,274,466,2025-03-28
41,507,284,2025-12-25
41,830,371,2025-05-02
41,247,273,2025-10-06
41,216,285,2026-03-14
41,23,255,2025-09-13
41,516,376,2025-09-01
41,201,425,2025-04-01
41,998,405,2025-09-14
41,379,126,2025-09-08
41,353,319,2025-06-13
41,950,165,2025-05-13
41,453,457,2025-11-05
41,590,52,2025-08-04
41,958,443,2025-12-04
41,501,376,2025-07-21
41,303,246,2025-10-11
41,838,477,2025-07-09
41,127,338,2025-10-29
41,105,437,2026-03-04
41,588,238,2025-12-28
41,592,175,2025-07-17
41,354,478,2025-10-10
41,409,319,2025-03-21
41,738,237,2025-11-13
41,110,429,2025-12-19
41,111,148,2025-11-04
41,120,234,2025-07-30
41,651,483,2025-05-11
41,637,291,2025-10-04
41,461,75,2025-09-29
41,47,403,2025-07-22
41,36,246,2025-12-16
41,325,145,2026-03-13
41,199,429,2025-09-29
41,562,163,2025-08-15
41,667,139,2026-01-04
41,704,338,2025-10-03
41,527,119,2026-02-10
41,540,62,2025-04-29
41,551,387,2026-03-06
41,696,141,2025-04-05
41,523,31,2025-06-28
41,559,384,2025-12-28
41,529,491,2025-07-31
41,144,377,2025-05-01
41,350,477,2025-10-28
41,946,470,2025-10-20
41,192,136,2025-07-27
41,779,345,2026-03-12
41,360,314,2025-06-25
41,140,237,2025-06-30
41,143,319,2025-10-29
41,514,218,2026-01-13
41,271,320,2025-10-19
41,314,61,2025-08-12
41,342,303,2025-09-06
41,106,60,2026-01-12
41,744,464,2025-09-18
41,996,267,2025-06-20
41,447,216,2026-02-10
41,90,71,2025-10-12
41,864,287,2025-09-12
41,434,394,2026-01-12
41,868,264,2025-04-02
41,466,441,2025-10-17
41,740,106,2025-08-03
41,256,221,2025-11-12
41,675,225,2025-04-08
41,912,440,2025-10-05
41,169,314,2025-09-04
